ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
20,Miami,Miami Open,3/23/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Auger-Aliassime F.,5,36,5060,1165,6,2,6,4,,,,,,,2,0,Completed,1.4,3,1.42,3.07,1.44,3.1,1.4,2.92
20,Miami,Miami Open,3/23/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Eubanks C.,Evans D.,32,43,1233,1066,7,6,3,6,7,6,,,,,2,1,Completed,2.2,1.67,2.31,1.68,2.31,1.71,2.22,1.65
20,Miami,Miami Open,3/23/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Carballes Baena R.,2,64,8805,851,6,2,6,1,,,,,,,2,0,Completed,1.02,21,1.01,21.29,1.02,26,1.01,18.91
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Cerundolo F.,Ofner S.,21,40,1845,1076,7,6,6,7,6,1,,,,,2,1,Completed,1.62,2.3,1.74,2.2,1.74,2.3,1.66,2.19
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,Djere L.,16,35,2265,1180,6,2,6,4,,,,,,,2,0,Completed,1.2,4.5,1.21,4.94,1.22,4.94,1.2,4.41
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,Thompson J.,47,34,1027,1211,6,7,6,1,6,2,,,,,2,1,Completed,1.5,2.63,1.58,2.52,1.58,2.69,1.53,2.47
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Hanfmann Y.,Mannarino A.,56,20,940,1955,3,6,7,6,6,4,,,,,2,1,Completed,2.63,1.5,2.68,1.53,2.75,1.53,2.59,1.49
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Struff J.L.,Altmaier D.,25,54,1484,951,6,3,6,3,,,,,,,2,0,Completed,1.57,2.38,1.65,2.37,1.65,2.38,1.61,2.28
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Shelton B.,Landaluce M.,17,360,2220,137,6,3,6,4,,,,,,,2,0,Completed,1.11,6.5,1.14,6.79,1.14,6.79,1.12,6.13
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Musetti L.,Safiullin R.,24,39,1520,1085,7,5,6,1,,,,,,,2,0,Completed,2.63,1.5,2.63,1.54,2.63,1.58,2.55,1.51
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Popyrin A.,Lehecka J.,45,27,1032,1435,6,4,6,4,,,,,,,2,0,Completed,2.63,1.5,2.74,1.51,2.81,1.51,2.66,1.47
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Tabilo A.,12,44,2935,1040,6,7,7,6,6,2,,,,,2,1,Completed,1.2,4.5,1.2,5.09,1.23,5.1,1.19,4.64
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Kwon S.W.,10,863,3300,20,6,3,6,2,,,,,,,2,0,Completed,1.07,9,1.06,11.94,1.08,11.94,1.06,9.36
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Marozsan F.,Rune H.,57,7,929,3875,6,1,6,1,,,,,,,2,0,Completed,3.2,1.36,3.3,1.38,3.4,1.38,3.18,1.35
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,Griekspoor T.,3,26,8310,1450,5,7,7,5,6,1,,,,,2,1,Completed,1.07,9,1.08,11.06,1.09,11.06,1.06,8.97
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Machac T.,Murray A.,60,62,891,870,5,7,7,5,7,6,,,,,2,1,Completed,1.53,2.5,1.6,2.51,1.62,2.51,1.56,2.39
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Arnaldi M.,Shapovalov D.,38,126,1096,505,6,3,7,6,,,,,,,2,0,Completed,2,1.8,2.09,1.83,2.1,1.83,2.02,1.78
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,3rd Round,3,O Connell C.,Damm M.,66,204,833,296,7,6,7,6,,,,,,,2,0,Completed,1.4,3,1.43,3.08,1.44,3.1,1.4,2.93
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Jarry N.,Seyboth Wild T.,23,76,1575,768,6,7,7,5,6,3,,,,,2,1,Completed,1.91,1.91,1.89,2.02,1.91,2.02,1.87,1.92
20,Miami,Miami Open,3/24/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Ruud C.,Davidovich Fokina A.,8,28,3560,1425,6,3,6,4,,,,,,,2,0,Completed,1.5,2.63,1.56,2.61,1.56,2.8,1.5,2.56
20,Miami,Miami Open,3/25/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Koepfer D.,Humbert U.,50,15,1002,2420,3,6,6,4,6,3,,,,,2,1,Completed,3.4,1.33,3.51,1.35,3.53,1.35,3.38,1.32
20,Miami,Miami Open,3/25/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,Norrie C.,4,31,7765,1250,7,5,6,1,,,,,,,2,0,Completed,1.17,5,1.19,5.35,1.19,6,1.16,5.02
20,Miami,Miami Open,3/25/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Marozsan F.,Popyrin A.,57,45,929,1032,7,5,6,3,,,,,,,2,0,Completed,1.67,2.2,1.75,2.22,1.75,2.22,1.7,2.15
20,Miami,Miami Open,3/25/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Khachanov K.,Cerundolo F.,16,21,2265,1845,6,1,5,7,7,6,,,,,2,1,Completed,1.29,3.75,1.3,3.96,1.31,4,1.27,3.66
20,Miami,Miami Open,3/25/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Eubanks C.,5,32,5060,1233,7,6,6,3,,,,,,,2,0,Completed,1.07,9,1.11,8.13,1.11,9,1.09,7.09
20,Miami,Miami Open,3/25/2024,Masters 1000,Outdoor,Hard,3rd Round,3,De Minaur A.,Struff J.L.,10,25,3300,1484,7,6,6,4,,,,,,,2,0,Completed,1.2,4.5,1.23,4.91,1.23,4.91,1.2,4.45
20,Miami,Miami Open,3/25/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Hurkacz H.,Korda S.,9,29,3370,1395,7,6,6,7,6,3,,,,,2,1,Completed,1.53,2.5,1.6,2.51,1.6,2.51,1.55,2.43
20,Miami,Miami Open,3/25/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,Monfils G.,2,47,8805,1027,6,2,6,4,,,,,,,2,0,Completed,1.08,8,1.09,9.62,1.1,9.63,1.08,7.63
20,Miami,Miami Open,3/25/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Dimitrov G.,Hanfmann Y.,12,56,2935,940,6,1,6,0,,,,,,,2,0,Completed,1.1,7,1.15,6.51,1.15,7,1.12,6.21
20,Miami,Miami Open,3/25/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Musetti L.,Shelton B.,24,17,1520,2220,6,4,7,6,,,,,,,2,0,Completed,3.5,1.3,3.39,1.37,3.5,1.41,3.16,1.35
20,Miami,Miami Open,3/26/2024,Masters 1000,Outdoor,Hard,4th Round,3,Machac T.,Arnaldi M.,60,38,891,1096,6,3,6,3,,,,,,,2,0,Completed,1.8,2,1.75,2.21,1.92,2.21,1.76,2.05
20,Miami,Miami Open,3/26/2024,Masters 1000,Outdoor,Hard,4th Round,3,Medvedev D.,Koepfer D.,4,50,7765,1002,7,6,6,0,,,,,,,2,0,Completed,1.1,7,1.13,7.57,1.14,7.57,1.11,6.31
20,Miami,Miami Open,3/26/2024,Masters 1000,Outdoor,Hard,4th Round,3,Jarry N.,Ruud C.,23,8,1575,3560,7,6,6,3,,,,,,,2,0,Completed,2.75,1.44,2.77,1.51,2.78,1.52,2.65,1.47
20,Miami,Miami Open,3/26/2024,Masters 1000,Outdoor,Hard,4th Round,3,Sinner J.,O Connell C.,3,66,8310,833,6,4,6,3,,,,,,,2,0,Completed,1.05,11,1.06,13.39,1.06,13.39,1.05,10.42
20,Miami,Miami Open,3/26/2024,Masters 1000,Outdoor,Hard,4th Round,3,Dimitrov G.,Hurkacz H.,12,9,2935,3370,3,6,6,3,7,6,,,,,2,1,Completed,1.62,2.3,1.69,2.3,1.72,2.3,1.66,2.24
20,Miami,Miami Open,3/26/2024,Masters 1000,Outdoor,Hard,4th Round,3,Alcaraz C.,Musetti L.,2,24,8805,1520,6,3,6,3,,,,,,,2,0,Completed,1.07,9,1.07,11.88,1.07,11.88,1.06,9.27
20,Miami,Miami Open,3/27/2024,Masters 1000,Outdoor,Hard,4th Round,3,Marozsan F.,De Minaur A.,57,10,929,3300,6,4,0,6,6,1,,,,,2,1,Completed,3.4,1.33,3.63,1.34,3.63,1.36,3.4,1.31
20,Miami,Miami Open,3/27/2024,Masters 1000,Outdoor,Hard,4th Round,3,Zverev A.,Khachanov K.,5,16,5060,2265,6,1,6,4,,,,,,,2,0,Completed,1.4,3,1.46,2.96,1.46,3,1.43,2.79
20,Miami,Miami Open,3/27/2024,Masters 1000,Outdoor,Hard,Quarterfinals,3,Sinner J.,Machac T.,3,60,8310,891,6,4,6,2,,,,,,,2,0,Completed,1.08,8,1.09,9.34,1.1,9.34,1.08,7.51
20,Miami,Miami Open,3/28/2024,Masters 1000,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Jarry N.,4,23,7765,1575,6,2,7,6,,,,,,,2,0,Completed,1.14,5.5,1.18,5.69,1.18,5.69,1.16,5.14
20,Miami,Miami Open,3/28/2024,Masters 1000,Outdoor,Hard,Quarterfinals,3,Zverev A.,Marozsan F.,5,57,5060,929,6,3,7,5,,,,,,,2,0,Completed,1.29,3.75,1.28,4.1,1.29,4.25,1.26,3.8
20,Miami,Miami Open,3/28/2024,Masters 1000,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Alcaraz C.,12,2,2935,8805,6,2,6,4,,,,,,,2,0,Completed,5.5,1.14,5.3,1.2,5.5,1.2,4.92,1.17
20,Miami,Miami Open,3/29/2024,Masters 1000,Outdoor,Hard,Semifinals,3,Sinner J.,Medvedev D.,3,4,8310,7765,6,1,6,2,,,,,,,2,0,Completed,1.5,2.63,1.56,2.6,1.56,2.65,1.5,2.55
20,Miami,Miami Open,3/29/2024,Masters 1000,Outdoor,Hard,Semifinals,3,Dimitrov G.,Zverev A.,12,5,2935,5060,6,4,6,7,6,4,,,,,2,1,Completed,2.3,1.62,2.36,1.65,2.36,1.7,2.26,1.63
20,Miami,Miami Open,3/31/2024,Masters 1000,Outdoor,Hard,The Final,3,Sinner J.,Dimitrov G.,3,12,8310,2935,6,3,6,1,,,,,,,2,0,Completed,1.22,4.33,1.25,4.5,1.25,4.5,1.23,4.11
21,Estoril,Estoril Open,4/1/2024,ATP250,Outdoor,Clay,1st Round,3,Bautista Agut R.,Kecmanovic M.,93,50,654,995,6,1,7,5,,,,,,,2,0,Completed,2.3,1.62,2.44,1.61,2.44,1.65,2.32,1.59
21,Estoril,Estoril Open,4/1/2024,ATP250,Outdoor,Clay,1st Round,3,Thiem D.,Marterer M.,91,97,655,616,6,1,6,7,6,4,,,,,2,1,Completed,1.62,2.3,1.69,2.26,1.69,2.32,1.63,2.23
21,Estoril,Estoril Open,4/1/2024,ATP250,Outdoor,Clay,1st Round,3,Borges N.,Pouille L.,62,241,871,252,0,6,7,6,6,3,,,,,2,1,Completed,1.5,2.63,1.45,2.93,1.53,2.93,1.46,2.69
21,Estoril,Estoril Open,4/3/2024,ATP250,Outdoor,Clay,1st Round,3,Fucsovics M.,Cachin P.,85,78,697,733,7,5,6,2,,,,,,,2,0,Completed,1.44,2.75,1.46,2.92,1.49,2.92,1.44,2.74
21,Estoril,Estoril Open,4/3/2024,ATP250,Outdoor,Clay,1st Round,3,Martinez P.,Altmaier D.,77,54,741,955,6,4,6,2,,,,,,,2,0,Completed,1.73,2.1,1.72,2.23,1.75,2.23,1.7,2.14
21,Estoril,Estoril Open,4/3/2024,ATP250,Outdoor,Clay,1st Round,3,Choinski J.,Fonseca J.,188,288,325,193,6,2,6,7,6,4,,,,,2,1,Completed,2.1,1.73,2.2,1.74,2.2,1.75,2.11,1.71
21,Estoril,Estoril Open,4/3/2024,ATP250,Outdoor,Clay,1st Round,3,Llamas Ruiz P.,Koepfer D.,152,52,421,972,6,4,6,3,,,,,,,2,0,Completed,2.75,1.44,2.61,1.55,2.9,1.55,2.64,1.47
21,Estoril,Estoril Open,4/3/2024,ATP250,Outdoor,Clay,1st Round,3,Jorda Sanchis D.,Faria J.,329,262,159,217,7,6,6,1,,,,,,,2,0,Completed,3,1.4,3.01,1.43,3.01,1.44,2.86,1.41
21,Estoril,Estoril Open,4/3/2024,ATP250,Outdoor,Clay,1st Round,3,Garin C.,Rodionov J.,112,119,543,515,7,6,7,5,,,,,,,2,0,Completed,1.4,3,1.43,3.05,1.44,3.07,1.4,2.89
21,Estoril,Estoril Open,4/3/2024,ATP250,Outdoor,Clay,1st Round,3,Fils A.,Sousa J.,37,272,1130,209,7,5,6,4,,,,,,,2,0,Completed,1.25,4,1.26,4.28,1.29,4.28,1.25,3.85
21,Estoril,Estoril Open,4/3/2024,ATP250,Outdoor,Clay,1st Round,3,Monfils G.,Rocha H.,45,197,1067,306,7,5,7,5,,,,,,,2,0,Completed,1.36,3.2,1.4,3.2,1.4,3.3,1.36,3.09
21,Estoril,Estoril Open,4/3/2024,ATP250,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,Coria F.,87,88,690,687,6,4,4,6,6,1,,,,,2,1,Completed,2,1.8,2.06,1.83,2.1,1.84,2,1.79
21,Estoril,Estoril Open,4/4/2024,ATP250,Outdoor,Clay,2nd Round,3,Gasquet R.,Thiem D.,122,91,508,655,6,4,7,6,,,,,,,2,0,Completed,2.3,1.62,2.46,1.62,2.46,1.67,2.3,1.61
21,Estoril,Estoril Open,4/4/2024,ATP250,Outdoor,Clay,2nd Round,3,Hurkacz H.,Choinski J.,10,188,3425,325,7,6,6,4,,,,,,,2,0,Completed,1.14,5.5,1.15,6.51,1.15,6.51,1.13,5.74
21,Estoril,Estoril Open,4/4/2024,ATP250,Outdoor,Clay,2nd Round,3,Llamas Ruiz P.,Jorda Sanchis D.,152,329,421,159,7,6,6,4,,,,,,,2,0,Completed,1.17,5,1.19,5.5,1.21,5.5,1.17,4.92
21,Estoril,Estoril Open,4/4/2024,ATP250,Outdoor,Clay,2nd Round,3,Borges N.,Musetti L.,62,24,871,1610,7,6,6,3,,,,,,,2,0,Completed,2.75,1.44,2.58,1.57,2.78,1.57,2.62,1.48
21,Estoril,Estoril Open,4/4/2024,ATP250,Outdoor,Clay,2nd Round,3,Garin C.,Fils A.,112,37,543,1130,2,6,6,4,6,4,,,,,2,1,Completed,2.3,1.62,2.4,1.65,2.6,1.67,2.29,1.61
21,Estoril,Estoril Open,4/4/2024,ATP250,Outdoor,Clay,2nd Round,3,Martinez P.,Bautista Agut R.,77,93,741,654,7,5,6,4,,,,,,,2,0,Completed,1.73,2.1,1.71,2.23,1.75,2.25,1.7,2.14
21,Estoril,Estoril Open,4/4/2024,ATP250,Outdoor,Clay,2nd Round,3,Ruud C.,Van De Zandschulp B.,8,87,3615,690,6,1,6,2,,,,,,,2,0,Completed,1.2,4.5,1.23,4.72,1.23,4.72,1.21,4.36
21,Estoril,Estoril Open,4/4/2024,ATP250,Outdoor,Clay,2nd Round,3,Fucsovics M.,Monfils G.,85,45,697,1067,1,6,6,1,7,5,,,,,2,1,Completed,2.1,1.73,2.09,1.83,2.14,1.83,2.04,1.76
21,Estoril,Estoril Open,4/5/2024,ATP250,Outdoor,Clay,Quarterfinals,3,Hurkacz H.,Llamas Ruiz P.,10,152,3425,421,7,6,6,4,,,,,,,2,0,Completed,1.3,3.5,1.33,3.69,1.33,3.71,1.3,3.46
21,Estoril,Estoril Open,4/5/2024,ATP250,Outdoor,Clay,Quarterfinals,3,Garin C.,Borges N.,112,62,543,871,6,2,7,6,,,,,,,2,0,Completed,2.63,1.5,2.77,1.51,2.77,1.53,2.6,1.49
21,Estoril,Estoril Open,4/5/2024,ATP250,Outdoor,Clay,Quarterfinals,3,Martinez P.,Gasquet R.,77,122,741,508,6,4,6,4,,,,,,,2,0,Completed,1.4,3,1.42,3.14,1.5,3.14,1.41,2.87
21,Estoril,Estoril Open,4/5/2024,ATP250,Outdoor,Clay,Quarterfinals,3,Ruud C.,Fucsovics M.,8,85,3615,697,6,3,6,2,,,,,,,2,0,Completed,1.2,4.5,1.24,4.66,1.24,4.75,1.21,4.36
21,Estoril,Estoril Open,4/6/2024,ATP250,Outdoor,Clay,Semifinals,3,Hurkacz H.,Garin C.,10,112,3425,543,6,3,3,6,6,3,,,,,2,1,Completed,1.5,2.63,1.44,3.03,1.5,3.03,1.47,2.68
21,Estoril,Estoril Open,4/6/2024,ATP250,Outdoor,Clay,Semifinals,3,Martinez P.,Ruud C.,77,8,741,3615,6,4,4,6,6,4,,,,,2,1,Completed,5,1.17,5.99,1.18,5.99,1.18,5.14,1.16
21,Estoril,Estoril Open,4/7/2024,ATP250,Outdoor,Clay,The Final,3,Hurkacz H.,Martinez P.,10,77,3425,741,6,3,6,4,,,,,,,2,0,Completed,1.53,2.5,1.54,2.66,1.59,2.66,1.52,2.49
22,Houston,U.S. Men's Clay Court Championships,4/1/2024,ATP250,Outdoor,Clay,1st Round,3,Nakashima B.,Ajdukovic D.,92,115,655,528,6,1,6,4,,,,,,,2,0,Completed,1.4,3,1.47,2.89,1.47,3,1.41,2.86
22,Houston,U.S. Men's Clay Court Championships,4/1/2024,ATP250,Outdoor,Clay,1st Round,3,Bergs Z.,Kypson P.,111,133,545,472,7,6,6,3,,,,,,,2,0,Completed,1.91,1.91,1.96,1.93,1.96,2.05,1.89,1.88
22,Houston,U.S. Men's Clay Court Championships,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Hijikata R.,Eubanks C.,80,41,723,1087,7,6,7,6,,,,,,,2,0,Completed,2.2,1.67,2.32,1.68,2.33,1.71,2.23,1.64
22,Houston,U.S. Men's Clay Court Championships,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Wolf J.J.,Ritschard A.,96,194,625,309,6,3,2,6,6,4,,,,,2,1,Completed,1.73,2.1,1.79,2.13,1.85,2.13,1.77,2.02
22,Houston,U.S. Men's Clay Court Championships,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Darderi L.,Kudla D.,72,160,781,409,3,6,7,6,6,2,,,,,2,1,Completed,1.33,3.4,1.33,3.57,1.4,3.57,1.32,3.28
22,Houston,U.S. Men's Clay Court Championships,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Galan D.E.,Paire B.,83,142,711,460,7,6,6,4,,,,,,,2,0,Completed,1.5,2.63,1.49,2.8,1.5,2.85,1.47,2.66
22,Houston,U.S. Men's Clay Court Championships,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Duckworth J.,Brouwer G.,105,199,565,300,6,3,6,3,,,,,,,2,0,Completed,2.5,1.53,2.7,1.52,2.7,1.55,2.51,1.51
22,Houston,U.S. Men's Clay Court Championships,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Purcell M.,Michelsen A.,79,70,726,790,7,5,6,7,6,4,,,,,2,1,Completed,3,1.4,3.35,1.37,3.5,1.4,3,1.37
22,Houston,U.S. Men's Clay Court Championships,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Mmoh M.,Varillas J.P.,123,101,507,596,6,2,7,6,,,,,,,2,0,Completed,2.5,1.53,2.63,1.54,2.63,1.54,2.51,1.51
22,Houston,U.S. Men's Clay Court Championships,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Kovacevic A.,Kokkinakis T.,98,104,613,584,7,6,6,7,6,4,,,,,2,1,Completed,2.63,1.5,2.76,1.5,2.76,1.5,2.66,1.48
22,Houston,U.S. Men's Clay Court Championships,4/3/2024,ATP250,Outdoor,Clay,1st Round,3,Giron M.,Shapovalov D.,51,121,990,510,6,2,7,5,,,,,,,2,0,Completed,2.2,1.67,2.28,1.69,2.28,1.73,2.17,1.66
22,Houston,U.S. Men's Clay Court Championships,4/3/2024,ATP250,Outdoor,Clay,1st Round,3,Thompson J.,Wu Y.,33,298,1195,185,6,4,6,4,,,,,,,2,0,Completed,1.73,2.1,1.88,1.97,1.88,2.17,1.78,2
22,Houston,U.S. Men's Clay Court Championships,4/3/2024,ATP250,Outdoor,Clay,2nd Round,3,Darderi L.,Cerundolo F.,72,23,781,1715,6,4,2,6,7,6,,,,,2,1,Completed,2.5,1.53,2.49,1.61,2.51,1.61,2.44,1.54
22,Houston,U.S. Men's Clay Court Championships,4/3/2024,ATP250,Outdoor,Clay,2nd Round,3,Nakashima B.,Hijikata R.,92,80,655,723,6,1,6,4,,,,,,,2,0,Completed,1.33,3.4,1.33,3.64,1.35,3.64,1.32,3.35
22,Houston,U.S. Men's Clay Court Championships,4/4/2024,ATP250,Outdoor,Clay,2nd Round,3,Shelton B.,Bergs Z.,16,111,2260,545,3,6,6,4,6,3,,,,,2,1,Completed,1.4,3,1.46,2.96,1.48,3,1.44,2.77
22,Houston,U.S. Men's Clay Court Championships,4/4/2024,ATP250,Outdoor,Clay,2nd Round,3,Giron M.,Wolf J.J.,51,96,990,625,6,4,6,3,,,,,,,2,0,Completed,1.36,3.2,1.35,3.49,1.4,3.49,1.37,3.03
22,Houston,U.S. Men's Clay Court Championships,4/4/2024,ATP250,Outdoor,Clay,2nd Round,3,Mmoh M.,Purcell M.,123,79,507,726,6,2,7,5,,,,,,,2,0,Completed,1.67,2.2,1.7,2.29,1.73,2.29,1.66,2.19
22,Houston,U.S. Men's Clay Court Championships,4/4/2024,ATP250,Outdoor,Clay,2nd Round,3,Etcheverry T.,Galan D.E.,30,83,1310,711,6,4,6,4,,,,,,,2,0,Completed,1.3,3.5,1.32,3.71,1.33,3.71,1.3,3.43
22,Houston,U.S. Men's Clay Court Championships,4/5/2024,ATP250,Outdoor,Clay,2nd Round,3,Tiafoe F.,Duckworth J.,21,105,1770,565,6,2,6,7,7,5,,,,,2,1,Completed,1.25,4,1.27,4.22,1.27,4.25,1.24,3.96
22,Houston,U.S. Men's Clay Court Championships,4/5/2024,ATP250,Outdoor,Clay,2nd Round,3,Thompson J.,Kovacevic A.,33,98,1195,613,4,6,7,6,7,6,,,,,2,1,Completed,1.57,2.38,1.63,2.45,1.65,2.45,1.6,2.31
22,Houston,U.S. Men's Clay Court Championships,4/5/2024,ATP250,Outdoor,Clay,Quarterfinals,3,Etcheverry T.,Mmoh M.,30,123,1310,507,6,3,0,1,,,,,,,1,0,Retired,1.36,3.2,1.35,3.5,1.4,3.5,1.34,3.19
22,Houston,U.S. Men's Clay Court Championships,4/5/2024,ATP250,Outdoor,Clay,Quarterfinals,3,Shelton B.,Nakashima B.,16,92,2260,655,7,5,7,6,,,,,,,2,0,Completed,1.8,2,1.83,2.1,1.83,2.15,1.76,2.04
22,Houston,U.S. Men's Clay Court Championships,4/5/2024,ATP250,Outdoor,Clay,Quarterfinals,3,Darderi L.,Giron M.,72,51,781,990,6,0,6,4,,,,,,,2,0,Completed,2,1.8,2.15,1.79,2.15,1.8,2.03,1.76
22,Houston,U.S. Men's Clay Court Championships,4/6/2024,ATP250,Outdoor,Clay,Quarterfinals,3,Tiafoe F.,Thompson J.,21,33,1770,1195,7,6,6,4,,,,,,,2,0,Completed,1.44,2.75,1.46,2.95,1.47,2.95,1.44,2.76
22,Houston,U.S. Men's Clay Court Championships,4/6/2024,ATP250,Outdoor,Clay,Semifinals,3,Shelton B.,Etcheverry T.,16,30,2260,1310,6,7,6,4,6,4,,,,,2,1,Completed,2.1,1.73,2.34,1.68,2.34,1.75,2.16,1.68
22,Houston,U.S. Men's Clay Court Championships,4/6/2024,ATP250,Outdoor,Clay,Semifinals,3,Tiafoe F.,Darderi L.,21,72,1770,781,6,2,7,6,,,,,,,2,0,Completed,1.91,1.91,2,1.91,2,1.99,1.91,1.87
22,Houston,U.S. Men's Clay Court Championships,4/7/2024,ATP250,Outdoor,Clay,The Final,3,Shelton B.,Tiafoe F.,16,21,2260,1770,7,5,4,6,6,3,,,,,2,1,Completed,1.8,2,1.85,2.07,1.91,2.1,1.8,2
23,Marrakech,Grand Prix Hassan II,4/1/2024,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Van Assche L.,73,94,770,641,7,6,6,2,,,,,,,2,0,Completed,2,1.8,2.04,1.83,2.04,1.83,1.99,1.8
23,Marrakech,Grand Prix Hassan II,4/1/2024,ATP250,Outdoor,Clay,1st Round,3,Kotov P.,Benchetrit E.,68,661,807,48,7,5,6,3,,,,,,,2,0,Completed,1.25,4,1.26,4.24,1.29,4.24,1.24,3.89
23,Marrakech,Grand Prix Hassan II,4/1/2024,ATP250,Outdoor,Clay,1st Round,3,Navone M.,Dougaz A.,60,235,883,261,6,3,6,2,,,,,,,2,0,Completed,1.29,3.75,1.26,4.25,1.29,4.25,1.26,3.77
23,Marrakech,Grand Prix Hassan II,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Vukic A.,Muller A.,67,86,818,694,6,3,7,6,,,,,,,2,0,Completed,2.38,1.57,2.36,1.65,2.4,1.65,2.28,1.61
23,Marrakech,Grand Prix Hassan II,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Nagal S.,Moutet C.,95,99,633,612,4,6,6,3,6,2,,,,,2,1,Completed,2.38,1.57,2.33,1.67,2.5,1.68,2.3,1.6
23,Marrakech,Grand Prix Hassan II,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Cobolli F.,Shelbayh A.,63,230,865,265,6,1,6,4,,,,,,,2,0,Completed,1.33,3.4,1.33,3.63,1.35,3.63,1.31,3.38
23,Marrakech,Grand Prix Hassan II,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Berrettini M.,Shevchenko A.,135,56,470,934,6,2,6,1,,,,,,,2,0,Completed,1.62,2.3,1.61,2.46,1.62,2.6,1.56,2.41
23,Marrakech,Grand Prix Hassan II,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Fognini F.,Gaston H.,100,89,599,662,6,7,6,1,6,4,,,,,2,1,Completed,1.73,2.1,1.8,2.11,1.82,2.12,1.76,2.04
23,Marrakech,Grand Prix Hassan II,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Moreno De Alboran N.,Diaz Acosta F.,157,55,413,943,6,4,3,6,6,3,,,,,2,1,Completed,3,1.4,2.86,1.47,3,1.48,2.82,1.42
23,Marrakech,Grand Prix Hassan II,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Wawrinka S.,Ramos-Vinolas A.,82,103,717,590,6,1,6,4,,,,,,,2,0,Completed,1.44,2.75,1.43,3.05,1.47,3.05,1.42,2.83
23,Marrakech,Grand Prix Hassan II,4/2/2024,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Gigante M.,64,145,856,450,6,2,2,0,,,,,,,1,0,Retired,1.44,2.75,1.44,2.97,1.46,2.97,1.43,2.77
